Datas,Papel,Abertura,Alta,Baixa,Fechamento,Volume,MMS9,MME50,DesvioPadrao,BandaSuperior,BandaInferior,IFR,Max20,Min20,FechamentoSeguinte
2017-01-02,BBAS3,20.593408665599988,20.637695172365692,20.253876433991795,20.327688217163086,1968200,,,,,,,,,21.257720947265625
2017-01-03,BBAS3,20.490081735912906,21.257720947265625,20.490081735912906,21.257720947265625,7578900,,,,,,,,,21.146995544433594
2017-01-04,BBAS3,21.146995544433594,21.405336089147013,21.073183759109373,21.146995544433594,4156300,,,,,,,,,21.0953311920166
2017-01-05,BBAS3,21.198666863786993,21.33152781768775,20.984614199713615,21.0953311920166,5457100,,,,,,,,,21.32415008544922
2017-01-06,BBAS3,21.095334741807047,21.35367537254791,21.06581086255153,21.32415008544922,3692400,,,,,,,,,20.519601821899414
2017-01-09,BBAS3,20.512221908864195,20.991996503204724,20.335073023472827,20.519601821899414,15490200,,,,,,,,,20.800090789794922
2017-01-10,BBAS3,20.85913996148556,21.028906154115738,20.68199244641364,20.800090789794922,5447600,,,,,,,,,21.021514892578125
2017-01-11,BBAS3,20.925560561889846,21.028896211529936,20.38673694899132,21.021514892578125,5684200,,,,,,,,,21.55296516418457
2017-01-12,BBAS3,21.493916002413233,21.767017847664523,21.39057891343109,21.55296516418457,9465100,21.005117628309463,,,,,,,,20.99199867248535
2017-01-13,BBAS3,21.39796150783821,21.59725296861572,20.910805542277515,20.99199867248535,5499200,21.078929901123047,,,,,,,,21.00675392150879
2017-01-16,BBAS3,21.036279199658793,21.294619752100346,20.87389439336201,21.00675392150879,3489000,21.051044676038956,,,,,,,,21.346294403076172
2017-01-17,BBAS3,20.99938072100006,21.449630093940716,20.947711467724584,21.346294403076172,4969400,21.07318899366591,,,,,,,,21.169147491455078
2017-01-18,BBAS3,21.449630692128043,21.47915598053743,21.169147491455078,21.169147491455078,4305300,21.081390804714626,,,,,,,,21.1912899017334
2017-01-19,BBAS3,21.21343386788559,21.4053440176749,20.896044058920324,21.1912899017334,4024100,21.066628562079536,,,,,,,,21.663673400878906
2017-01-20,BBAS3,21.228185481083084,21.737485175187818,21.228185481083084,21.663673400878906,9854700,21.19374762641059,,,,,64.05919661733614,,,22.64537239074707
2017-01-23,BBAS3,21.774396312973277,22.674896263838903,21.707965838713047,22.64537239074707,8134300,21.398778915405273,,,,,70.61560962637947,,,22.217267990112305
2017-01-24,BBAS3,22.660137395439257,22.955383196376214,21.995832583527314,22.217267990112305,8073200,21.531640370686848,,,,,65.01162889238331,,,23.61968994140625
2017-01-26,BBAS3,22.881574630737305,23.61968994140625,22.69704580307007,23.61968994140625,13530500,21.761276457044815,,,,,72.62798104912076,,,23.16943359375
2017-01-27,BBAS3,23.464680773471397,23.545872480836177,23.139909720483598,23.16943359375,5372200,22.00321367051866,,,,,67.53882296899621,,,22.527278900146484
2017-01-30,BBAS3,22.896336543696027,23.02919752062877,22.298462147498675,22.527278900146484,5651700,22.172160890367294,,0.8686268585080033,23.696181044952354,20.22167361092034,60.99286589015403,23.61968994140625,20.327688217163086,22.9627628326416
2017-01-31,BBAS3,22.645373091979575,22.9627628326416,22.35750863316654,22.9627628326416,5544300,22.351768493652344,,0.876516048863109,23.891119803858587,20.385055608406148,63.604569628779615,23.61968994140625,20.519601821899414,23.073476791381836
2017-02-01,BBAS3,23.169431129094093,23.43515299943994,22.992283684811106,23.073476791381836,5422800,22.56336063808865,,0.9251810837728158,24.176333770939188,20.47560943584792,64.24902441988576,23.61968994140625,20.519601821899414,22.85942268371582
2017-02-02,BBAS3,22.778230985221978,23.213718979102804,22.497746476700726,22.85942268371582,6384800,22.748708724975586,,0.9452402483156799,24.3540092164467,20.57304822318398,61.99221921839022,23.61968994140625,20.519601821899414,22.80038070678711
2017-02-03,BBAS3,22.748712862083753,23.36872981421038,22.357512661990814,22.80038070678711,8189300,22.875009536743164,,0.9516132223821071,24.515049093246105,20.708596203717676,61.32937312480961,23.61968994140625,20.519601821899414,22.232030868530273
2017-02-06,BBAS3,23.10300563859529,23.243247923472786,22.032739422837473,22.232030868530273,6117600,22.8290827009413,,0.9431531733791606,24.592741810403563,20.82012911688692,55.28199011887109,23.61968994140625,20.519601821899414,22.438701629638672
2017-02-07,BBAS3,22.63061174913621,22.689660908378297,22.232030276212864,22.438701629638672,4222000,22.85368643866645,,0.8837352212660691,24.544363017882812,21.00942213281854,56.96560879812733,23.61968994140625,20.800090789794922,22.674898147583008
2017-02-08,BBAS3,22.505131991633508,22.866808266073182,22.187742234432182,22.674898147583008,4427600,22.74870957268609,,0.8409570342658206,24.46149080359467,21.09766266653139,58.87142729046964,23.61968994140625,20.99199867248535,22.601085662841797
2017-02-09,BBAS3,22.70442132944752,22.955380583641013,22.37226896129646,22.601085662841797,6273900,22.68555980258518,,0.8018482746002156,24.418165799966147,21.210772701565283,58.06374162883715,23.61968994140625,20.99199867248535,23.014429092407227
2017-02-10,BBAS3,22.866805508954812,23.221100419829206,22.51989191803732,23.014429092407227,6443400,22.73968760172526,,0.8028035517756005,24.365052640771548,21.153838433669147,61.40379150424108,23.61968994140625,20.99199867248535,23.16205406188965
2017-02-13,BBAS3,23.103004902954574,23.383489463778435,22.94800138869112,23.16205406188965,4891200,22.76183107164171,,0.760803573436529,24.28038181756065,21.23716752381453,62.578097350502375,23.61968994140625,21.00675392150879,23.235864639282227
2017-02-14,BBAS3,23.19895944483178,23.287532474650025,22.77085271312912,23.235864639282227,6112600,22.779874165852863,,0.704235945948941,24.23166344796145,21.414719664165684,63.14168762469681,23.61968994140625,21.169147491455078,23.516353607177734
2017-02-15,BBAS3,23.272775617612602,23.796838205975877,23.2580129739194,23.516353607177734,9181000,22.852866490681965,,0.678942879712144,24.231403749536593,21.515632230688016,65.387217383017,23.61968994140625,21.169147491455078,24.276611328125
2017-02-16,BBAS3,23.0439587430694,24.335661902588196,22.881573886825155,24.276611328125,17075400,23.016892115275066,,0.680497755549166,24.343889368187288,21.621898345990626,70.61941410931095,24.276611328125,21.1912899017334,24.291372299194336
2017-02-17,BBAS3,24.084700934175924,24.53495167855418,23.929694594725945,24.291372299194336,10704800,23.245707829793293,,0.648510076232792,24.410091247325315,21.816050942394146,70.68221269036235,24.291372299194336,21.663673400878906,24.682565689086914
2017-02-20,BBAS3,24.43898919236108,24.741616243254025,24.26184034554515,24.682565689086914,5008800,23.495026058620876,,0.6839355466645697,24.652049913852487,21.91630772719421,73.09730868559937,24.682565689086914,22.217267990112305,25.095922470092773
2017-02-21,BBAS3,24.682576851055806,25.095922470092773,24.667814205838056,25.095922470092773,7416100,23.764028761121963,,0.80668559254091,25.157903787565395,21.931161417401754,75.39228607080618,25.095922470092773,22.217267990112305,25.1623477935791
